Study_Hours,Attendance,Assignments_Completed,Internal_Marks,Result
3.43,87.22,5,36.14,1
8.58,98.56,2,30.88,1
3.82,71.9,4,34.32,0
8.1,93.05,9,25.3,1
9.03,78.29,6,49.5,1
4.9,57.86,2,38.2,0
9.19,84.53,1,21.64,1
4.4,75.67,4,12.31,0
9.68,82.53,2,11.79,1
1.8,94.48,4,18.2,0
7.18,72.02,8,19.32,1
5.44,95.06,9,26.6,1
4.49,87.53,0,18.59,0
6.69,74.43,3,35.24,1
7.33,80.16,9,18.45,1
1.04,66.28,4,17.52,0
2.5,99.18,1,28.85,0
7.42,83.37,1,45.55,1
7.0,52.19,0,28.73,0
9.69,66.33,7,26.55,1
7.85,81.17,1,33.12,1
9.56,52.82,2,20.29,1
7.32,51.19,1,24.14,0
3.68,72.5,3,18.55,0
1.95,66.63,0,32.87,0
8.04,71.91,2,37.9,1
6.8,63.13,4,36.95,1
1.43,58.24,9,20.19,0
4.24,84.46,0,41.19,0
9.61,75.73,3,20.24,1
5.5,60.01,5,16.01,1
4.89,65.98,3,23.99,0
5.12,79.59,6,33.91,1
2.88,53.61,6,15.68,0
4.32,57.37,5,35.92,0
4.33,53.66,8,44.52,1
1.47,90.62,1,21.73,0
7.91,87.62,9,28.01,1
4.75,87.67,7,19.13,1
8.4,85.82,7,24.45,1
8.65,83.47,9,10.88,1
2.91,73.85,3,48.15,0
6.92,82.11,5,26.64,1
5.25,51.92,5,41.55,1
8.92,81.07,4,15.71,1
2.94,88.89,0,42.49,0
7.1,75.02,2,44.41,1
6.47,67.88,6,38.62,1
3.66,63.87,7,46.13,1
2.23,82.14,1,16.69,0
6.86,84.64,2,29.06,1
7.65,93.55,3,34.8,1
3.84,67.12,4,33.85,0
6.8,88.49,2,44.44,1
4.56,78.07,4,18.63,1
7.42,94.14,7,17.03,1
2.79,76.39,7,20.14,1
9.01,75.88,1,45.66,1
3.59,78.89,5,47.64,1
4.31,87.47,3,32.79,1
1.52,98.23,8,30.05,1
2.0,53.68,9,34.22,0
5.64,52.67,1,34.65,0
3.41,96.88,7,16.81,1
8.52,76.49,0,37.46,1
1.13,80.75,5,28.09,0
4.41,74.12,9,30.7,1
4.04,54.68,0,11.21,0
1.17,88.4,1,40.58,0
2.12,87.36,2,43.42,0
4.72,65.59,8,34.78,1
5.44,65.31,4,39.95,1
4.64,91.89,9,30.91,1
5.78,53.62,9,34.73,1
6.36,94.06,1,25.78,1
1.09,62.83,9,41.67,0
5.18,79.65,4,28.73,1
9.67,96.8,4,37.21,1
5.67,83.91,0,34.86,1
7.1,70.72,2,38.09,1
3.81,84.48,4,41.41,1
7.97,67.2,8,30.51,1
7.96,63.86,9,42.52,1
5.69,99.83,0,29.89,1
9.78,87.54,7,48.27,1
2.13,82.24,0,40.11,0
1.15,67.76,8,16.85,0
7.93,52.46,5,43.18,1
8.26,51.55,0,32.06,1
2.08,77.71,7,49.38,1
3.39,88.1,4,38.75,1
1.16,76.87,6,13.38,0
3.64,92.04,6,25.8,1
7.96,51.67,6,30.69,1
5.66,68.34,5,43.56,1
4.13,61.85,7,39.17,1
4.35,72.36,8,24.77,1
1.01,53.62,1,36.14,0
3.7,97.71,6,33.08,1
6.82,61.16,1,15.04,0
9.77,96.12,5,19.39,1
8.62,71.29,1,23.64,1
1.21,99.28,9,17.82,1
9.09,77.7,5,16.01,1
8.05,96.54,1,12.33,1
8.02,50.27,0,44.92,1
5.12,87.41,6,21.56,1
4.58,95.15,2,21.61,1
3.73,56.99,3,18.25,0
1.59,54.81,5,29.02,0
3.05,71.23,4,30.57,0
3.22,96.68,3,18.33,0
5.36,77.12,8,34.34,1
7.73,76.37,5,38.92,1
5.26,57.06,5,24.95,1
1.52,50.04,1,33.42,0
9.62,90.51,5,30.09,1
9.48,54.38,6,17.82,1
8.07,81.69,7,39.2,1
9.92,95.73,7,42.06,1
5.9,60.43,8,35.95,1
9.66,83.26,9,22.96,1
1.68,53.93,2,47.07,0
4.29,80.19,9,28.21,1
3.03,58.2,6,20.64,0
2.76,86.8,6,26.33,1
2.27,65.06,0,37.68,0
6.6,73.17,7,43.84,1
8.03,79.97,3,24.26,1
6.2,58.56,4,19.3,1
2.32,87.08,5,35.06,0
8.3,65.13,2,46.85,1
6.72,83.12,4,17.33,1
4.49,57.91,9,42.12,1
7.07,84.41,4,29.06,1
3.34,56.41,0,41.98,0
4.11,71.27,2,30.22,0
9.26,62.36,2,25.09,1
3.61,87.42,0,37.87,0
5.23,63.1,6,46.03,1
9.01,94.09,0,22.81,1
7.37,94.59,6,28.43,1
1.56,59.82,3,19.18,0
2.33,80.69,8,17.34,1
1.07,54.39,6,41.12,0
6.68,69.58,4,18.03,1
5.03,85.67,6,41.73,1
2.21,82.97,8,27.17,1
9.62,81.24,9,49.8,1
5.77,64.13,5,17.89,1
3.18,68.9,0,13.72,0
5.51,55.15,5,13.02,0
7.12,85.95,0,43.42,1
1.69,75.19,3,27.51,0
3.47,85.44,7,10.12,1
8.26,62.45,4,44.99,1
5.14,66.22,4,45.08,1
5.92,66.71,9,42.26,1
4.9,51.29,7,19.93,1
1.4,67.05,7,24.91,0
2.49,90.17,0,39.8,0
5.01,94.86,4,29.57,1
2.88,75.91,4,16.15,0
1.45,72.78,7,19.71,0
8.59,51.54,0,48.9,1
9.83,93.96,6,16.04,1
8.14,50.65,6,39.04,1
8.68,97.24,8,29.12,1
3.18,74.46,1,39.94,0
9.65,67.1,2,36.44,1
2.77,96.21,3,27.57,0
9.56,51.22,0,24.16,1
9.95,79.07,6,40.17,1
7.41,77.45,9,22.93,1
9.83,60.97,2,41.51,1
6.13,71.44,2,37.19,1
3.34,82.61,2,33.11,0
4.93,86.36,7,24.75,1
6.34,50.04,8,18.2,1
1.66,96.84,9,38.42,1
6.6,58.23,1,13.65,0
9.83,61.68,9,48.82,1
2.71,63.17,9,49.15,1
8.13,51.89,0,15.21,0
9.17,56.15,8,14.16,1
9.49,99.32,5,26.51,1
9.64,65.76,8,48.55,1
5.69,55.77,5,26.01,1
9.8,55.35,1,24.55,1
7.82,85.97,0,38.14,1
2.46,92.73,7,17.15,1
5.29,62.85,2,24.53,0
7.46,51.05,0,21.65,0
3.23,61.15,7,34.06,0
6.77,52.83,0,16.51,0
7.0,55.17,7,31.95,1
2.46,71.58,0,44.3,0
6.09,61.5,8,30.57,1
7.94,75.8,8,37.34,1
5.49,62.67,8,13.01,1
1.11,97.03,2,27.96,0
1.08,95.3,3,13.8,0
4.21,78.34,4,33.98,1
9.34,67.72,5,21.24,1
3.06,69.06,8,21.49,1
6.71,70.59,3,13.07,1
3.0,86.38,5,22.41,1
3.9,72.58,0,30.27,0
8.63,92.84,1,33.39,1
7.56,97.2,7,12.67,1
1.86,66.8,3,36.06,0
4.86,78.03,9,29.56,1
1.26,54.75,6,31.48,0
5.33,60.02,3,43.31,0
6.96,70.67,8,23.69,1
2.07,60.31,8,16.96,0
3.6,93.83,3,32.07,1
4.58,57.91,7,47.8,1
9.28,72.78,5,30.71,1
9.94,80.28,0,43.28,1
1.4,84.59,6,40.28,0
7.85,69.15,0,30.73,1
4.35,93.45,2,35.9,1
4.53,78.42,7,26.27,1
7.79,71.98,8,31.23,1
9.27,53.36,2,30.29,1
9.56,73.23,0,38.36,1
6.19,91.04,0,26.4,1
4.21,80.73,6,13.99,1
8.09,91.61,4,41.55,1
3.26,74.7,0,37.39,0
6.08,55.92,5,48.0,1
4.23,50.68,5,27.15,0
6.91,65.16,3,13.13,1
3.16,84.9,6,14.86,1
2.72,89.51,6,40.93,1
9.26,64.79,8,12.71,1
1.92,74.78,0,46.31,0
5.55,71.06,4,21.27,1
2.99,70.53,9,45.96,1
1.35,61.57,2,40.94,0
1.32,56.82,6,44.85,0
2.58,59.83,3,18.56,0
8.8,52.77,3,33.83,1
3.54,59.91,0,13.74,0
9.55,50.46,0,18.09,1
6.23,81.36,9,22.4,1
4.93,65.82,1,39.63,0
6.22,98.66,1,10.99,1
5.65,59.69,0,46.12,0
7.83,67.29,7,12.83,1
3.54,67.89,5,25.06,0
4.18,50.42,5,13.24,0
9.05,91.96,9,40.76,1
9.52,51.6,9,15.65,1
9.03,97.01,8,45.39,1
4.78,94.6,4,31.21,1
8.02,76.78,3,47.94,1
5.29,77.18,5,21.61,1
5.48,82.69,7,28.17,1
2.84,69.35,0,37.77,0
6.32,82.36,6,43.28,1
2.68,52.24,7,26.85,0
3.98,52.7,8,45.7,1
8.7,72.86,7,14.72,1
2.86,77.48,6,38.35,1
1.64,94.39,2,23.93,0
1.62,55.23,1,14.05,0
9.47,91.13,2,25.47,1
5.56,60.5,3,45.21,1
4.68,69.7,3,49.22,1
8.3,65.83,5,25.71,1
8.52,70.01,6,45.46,1
3.99,57.52,3,30.39,0
7.24,75.18,9,38.68,1
7.94,90.08,5,11.81,1
6.89,72.08,8,32.29,1
2.36,74.53,5,12.81,0
8.88,92.44,2,20.74,1
5.85,85.3,0,32.67,1
3.54,74.52,9,42.29,1
4.83,62.88,9,32.44,1
1.34,94.25,4,47.45,0
2.15,78.85,9,42.41,1
7.89,61.06,9,16.25,1
1.0,63.46,2,25.56,0
4.75,90.16,7,36.74,1
5.7,52.21,9,47.54,1
1.49,99.6,0,49.51,0
9.76,56.52,1,40.53,1
3.04,89.8,2,32.95,0
3.74,69.74,2,40.26,0
3.74,74.61,7,20.93,1
3.07,94.03,4,21.34,1
1.01,70.65,7,36.17,0
7.56,76.87,5,44.87,1
9.7,52.46,1,48.79,1
3.02,50.12,3,23.65,0
6.97,62.24,8,41.86,1
7.68,84.03,3,44.06,1
8.64,56.06,4,34.93,1
4.8,55.69,4,23.9,0
3.73,70.55,9,34.76,1
3.93,82.39,7,33.38,1
7.41,85.6,5,34.26,1
8.35,58.92,9,34.77,1
2.63,53.98,6,43.88,0
4.34,97.02,5,16.8,1
9.12,63.03,4,24.69,1
8.26,92.67,4,33.44,1
9.86,93.17,2,21.33,1
7.79,88.63,6,49.13,1
4.54,58.44,9,20.53,1
6.32,91.09,4,28.79,1
6.95,88.46,6,45.09,1
1.71,79.84,1,13.2,0
5.9,66.86,8,42.83,1
7.38,63.13,7,32.84,1
2.51,56.09,4,11.27,0
8.03,75.49,1,46.12,1
6.25,79.26,5,11.57,1
9.57,67.97,7,30.61,1
1.38,73.77,6,11.96,0
3.39,68.18,7,12.85,0
6.41,82.05,3,45.49,1
3.67,95.06,2,40.63,1
7.43,58.2,6,17.88,1
7.83,69.07,1,34.82,1
1.92,57.04,4,41.79,0
5.62,81.25,6,45.58,1
5.58,86.44,0,28.73,1
4.32,96.6,3,45.9,1
9.4,63.94,1,30.31,1
8.45,97.51,5,37.53,1
7.27,53.16,0,49.16,0
7.43,80.15,6,19.44,1
5.16,52.86,2,16.74,0
9.29,94.69,0,23.68,1
7.25,76.49,7,16.58,1
7.56,83.47,6,21.37,1
8.76,91.58,1,39.72,1
3.47,57.52,6,29.1,0
8.26,51.93,2,25.0,1
2.76,93.94,8,24.75,1
4.11,65.75,7,17.78,1
4.02,56.45,4,27.9,0
9.81,73.42,6,34.99,1
8.71,79.92,2,15.57,1
7.31,51.55,0,48.91,0
7.54,63.74,0,27.73,1
6.06,51.64,1,47.92,0
9.52,71.02,7,15.39,1
5.47,94.76,0,40.69,1
4.42,99.13,4,34.71,1
2.47,81.85,8,42.8,1
8.08,58.08,8,34.03,1
7.61,95.29,1,48.51,1
4.46,75.81,6,35.08,1
1.23,57.69,0,41.38,0
8.55,96.09,2,45.1,1
1.1,87.87,5,38.58,0
7.33,86.59,8,30.97,1
9.73,85.46,9,20.91,1
4.94,60.02,1,44.18,0
3.11,60.55,6,29.22,0
7.34,84.41,3,34.83,1
8.35,60.99,1,13.17,1
5.92,71.93,2,29.89,1
9.7,89.1,5,37.93,1
1.47,89.2,9,33.36,1
5.54,72.66,8,27.94,1
7.47,89.61,7,18.94,1
8.76,91.93,9,22.39,1
2.61,82.74,8,38.02,1
8.2,61.42,3,18.97,1
5.97,63.7,3,34.87,1
4.57,65.74,8,33.59,1
2.19,55.84,7,48.82,0
8.79,63.66,1,12.43,1
2.42,60.48,7,14.32,0
3.79,72.77,0,30.24,0
3.61,95.42,8,31.08,1
8.84,55.22,8,11.6,1
7.05,86.01,7,43.03,1
8.17,84.36,4,29.79,1
3.25,54.79,4,23.87,0
6.62,96.13,2,22.75,1
6.15,78.42,4,44.46,1
8.5,68.19,3,17.87,1
9.15,87.83,0,16.42,1
1.11,62.87,8,18.53,0
7.07,84.68,9,35.0,1
1.47,51.99,3,42.44,0
5.94,91.97,2,23.24,1
3.59,72.41,5,16.94,0
3.76,81.83,0,18.37,0
4.18,61.06,4,34.77,0
6.59,83.85,6,19.84,1
4.01,88.61,1,45.09,0
7.59,73.66,9,14.16,1
4.64,80.89,8,11.29,1
1.62,72.82,5,13.54,0
8.05,94.7,1,43.83,1
3.57,74.89,7,36.05,1
4.89,92.09,7,48.31,1
7.17,90.07,0,23.45,1
3.99,70.53,0,18.51,0
1.51,61.5,0,32.48,0
4.37,70.3,3,31.51,0
9.5,91.31,3,33.64,1
6.78,61.38,7,23.9,1
7.04,76.22,0,10.24,1
6.69,90.3,9,11.4,1
2.79,67.67,2,36.55,0
4.77,82.11,0,30.93,0
7.76,62.28,8,42.84,1
1.91,55.46,9,22.02,0
3.5,89.72,8,42.62,1
3.49,54.95,6,27.02,0
4.89,63.57,7,13.87,1
9.82,92.76,0,49.12,1
1.61,67.32,4,30.48,0
5.67,98.65,1,35.18,1
2.61,98.99,0,36.83,0
9.74,63.41,2,24.5,1
2.02,52.05,6,39.9,0
4.63,85.25,0,44.81,0
7.64,72.55,1,25.49,1
7.34,55.04,1,36.28,1
4.8,85.38,3,40.28,1
4.12,51.56,2,17.61,0
4.58,93.51,2,23.3,1
3.38,56.93,9,14.35,1
2.85,56.37,4,34.09,0
5.35,58.78,2,42.04,0
3.42,98.01,6,34.43,1
3.59,84.66,4,17.19,0
6.91,90.07,3,31.85,1
9.72,69.88,2,43.4,1
6.43,66.82,3,22.11,1
1.69,61.72,1,43.31,0
1.68,74.03,0,41.38,0
9.56,77.59,2,10.87,1
3.68,81.59,1,19.58,0
1.83,62.86,0,31.72,0
6.39,97.43,0,38.7,1
6.61,58.49,1,45.22,1
6.84,98.28,8,35.64,1
3.41,50.74,4,25.21,0
1.14,74.06,8,17.39,0
9.69,66.67,7,40.4,1
3.26,72.46,5,18.27,0
7.08,78.53,0,37.82,1
7.36,71.78,9,17.25,1
6.49,70.74,4,13.64,1
3.82,86.64,0,20.04,0
3.44,84.29,6,21.4,1
6.38,91.66,9,35.89,1
8.79,62.5,7,16.44,1
9.52,80.48,7,47.21,1
1.95,79.26,6,32.17,0
2.39,68.49,1,29.64,0
9.5,74.3,4,27.39,1
7.63,65.69,3,32.66,1
8.95,57.09,4,10.9,1
2.82,60.69,9,49.6,1
6.29,55.28,8,32.3,1
7.31,84.15,3,11.41,1
7.12,83.04,7,33.6,1
4.67,97.53,7,27.48,1
1.14,86.48,1,10.96,0
6.25,52.6,5,46.98,1
3.28,94.21,4,10.42,1
5.05,93.13,1,33.11,1
9.62,72.17,9,48.47,1
4.59,79.29,3,19.5,1
8.56,98.8,6,20.17,1
2.7,76.62,0,10.02,0
7.05,95.27,8,12.65,1
9.79,54.15,9,11.8,1
1.92,59.55,0,42.91,0
1.07,72.04,4,43.47,0
4.9,79.24,6,39.07,1
1.83,90.81,7,24.11,1
7.74,99.41,1,42.85,1
9.23,69.44,3,31.59,1
4.91,52.37,1,22.17,0
3.33,90.06,3,27.49,0
4.91,80.22,5,12.63,1
7.51,59.93,5,47.8,1
1.08,74.74,1,34.76,0
6.31,87.12,3,39.25,1
6.52,88.52,3,37.06,1
6.74,74.98,0,36.71,1
3.18,65.26,1,10.69,0
7.43,98.69,2,31.01,1
1.82,83.17,4,42.87,0
2.79,70.41,7,11.78,0
8.9,64.02,5,48.25,1
7.65,86.56,2,26.97,1
1.12,62.11,5,21.6,0
3.24,58.59,6,31.27,0
2.93,76.49,5,42.05,0
3.44,64.5,9,28.99,1
3.23,81.45,5,35.8,1
1.56,55.9,0,30.0,0
5.13,82.75,2,35.25,1
7.59,64.16,6,15.52,1
6.46,50.01,3,11.55,0
7.06,56.35,3,15.48,1
1.73,96.68,6,21.43,1
9.56,93.37,8,20.13,1
8.55,61.68,1,34.61,1
8.25,88.92,8,28.24,1
8.41,80.43,2,11.55,1
9.39,98.55,5,11.39,1
5.9,68.68,3,13.62,1
2.8,84.07,0,24.12,0
6.55,53.18,8,10.25,1
7.69,69.81,5,29.76,1
7.64,98.19,7,24.43,1
5.69,76.95,1,32.22,1
1.62,64.39,6,38.83,0
4.34,56.01,5,20.04,0
9.29,85.18,1,16.28,1
6.26,82.24,1,21.12,1
5.84,68.7,3,10.07,1
3.42,97.55,3,14.8,1
4.32,51.11,2,40.03,0
9.06,65.19,7,18.91,1
7.0,96.05,6,49.77,1
8.09,66.05,1,16.71,1
5.09,62.61,2,41.55,0
6.67,76.71,9,38.2,1
3.24,91.19,8,22.89,1
7.35,55.16,4,23.23,1
4.85,97.15,1,32.54,1
4.98,89.75,2,44.09,1
6.84,59.06,7,25.45,1
9.43,85.6,3,12.45,1
1.58,69.25,1,24.98,0
8.42,70.11,1,18.29,1
3.63,89.16,5,47.57,1
5.0,98.14,7,37.89,1
1.2,56.33,6,12.03,0
3.71,71.03,3,21.72,0
5.52,74.05,1,12.01,0
1.51,68.82,8,43.2,0
5.42,68.16,3,46.25,1
9.34,52.61,8,14.49,1
1.95,84.28,4,27.61,0
7.88,71.81,6,47.28,1
4.69,59.74,4,15.81,0
6.9,90.8,1,21.68,1
3.34,90.13,5,22.17,1
2.44,74.32,6,11.2,0
2.44,64.92,5,11.45,0
1.63,81.9,2,48.11,0
2.67,64.41,9,32.84,1
6.98,61.8,7,22.27,1
8.94,86.53,2,25.15,1
8.33,52.02,4,38.59,1
7.17,54.74,8,24.66,1
1.99,50.34,4,19.11,0
3.6,57.65,6,14.07,0
3.79,53.45,6,39.16,0
3.25,99.79,4,17.22,1
5.64,64.44,1,12.79,0
5.82,57.46,4,27.08,1
4.21,62.05,6,11.58,0
4.18,96.81,6,48.6,1
8.46,76.01,3,35.09,1
8.1,68.24,0,16.11,1
3.77,93.67,5,16.9,1
9.22,69.75,2,32.79,1
9.58,66.75,4,24.26,1
3.94,60.36,3,40.97,0
4.19,68.89,1,31.83,0
5.55,65.83,6,27.33,1
9.47,83.87,4,48.52,1
8.89,64.48,6,25.63,1
1.92,78.86,8,26.02,0
4.53,53.29,3,36.63,0
5.98,59.56,4,42.38,1
5.53,70.37,8,35.05,1
2.74,96.85,9,37.94,1
8.73,68.86,3,24.92,1
7.09,83.2,4,29.18,1
8.54,62.75,4,17.88,1
8.73,56.35,7,37.21,1
7.74,52.93,3,18.86,1
4.95,65.27,3,10.05,0
6.49,57.88,6,47.35,1
2.44,58.7,4,22.24,0
7.06,88.04,5,17.87,1
2.61,50.79,5,20.73,0
7.25,77.89,5,23.22,1
3.07,68.97,9,28.98,1
2.06,75.33,4,12.77,0
2.49,78.14,4,12.11,0
1.02,65.67,8,21.72,0
7.47,64.76,7,21.83,1
7.59,86.67,3,14.71,1
5.63,93.56,6,26.19,1
2.45,59.63,7,21.36,0
1.75,54.88,8,11.04,0
1.17,94.89,4,45.43,0
2.49,67.49,2,45.44,0
9.02,77.57,3,18.37,1
3.17,67.98,9,16.51,1
4.19,56.29,5,31.89,0
1.95,79.47,9,35.23,1
3.0,76.26,4,48.3,0
5.67,60.15,8,25.09,1
6.47,72.59,2,34.73,1
3.21,89.85,1,45.13,0
1.52,79.52,5,28.0,0
4.52,54.85,6,14.89,0
3.11,77.4,4,25.1,0
2.98,85.14,0,15.46,0
9.64,89.64,2,10.67,1
6.55,81.46,2,40.06,1
6.01,57.63,3,19.54,0
4.74,85.51,9,10.08,1
4.86,83.87,5,44.9,1
5.87,51.22,4,27.75,0
7.27,70.59,0,19.55,1
7.32,66.65,5,20.51,1
2.55,83.47,8,19.62,1
5.5,60.81,0,17.78,0
4.71,79.54,7,43.65,1
8.83,95.66,7,16.81,1
6.68,89.89,2,32.47,1
5.79,96.07,8,13.09,1
2.04,98.93,7,47.98,1
6.45,50.53,2,34.13,0
2.05,81.14,9,46.13,1
4.03,70.64,4,25.92,0
2.29,92.99,2,42.43,0
7.23,62.59,4,44.15,1
2.86,99.05,8,38.12,1
4.53,80.69,3,13.72,0
9.06,89.68,5,10.64,1
2.84,54.28,2,16.74,0
5.57,59.17,2,14.72,0
4.77,87.92,4,39.01,1
1.16,51.1,7,32.28,0
8.13,90.84,7,31.04,1
1.62,50.7,2,20.11,0
5.27,82.86,7,16.18,1
6.05,68.25,7,18.26,1
6.66,80.57,2,26.01,1
7.2,84.8,9,39.61,1
3.28,67.12,9,20.18,1
1.09,55.4,1,37.94,0
7.51,53.48,9,29.66,1
5.82,79.45,1,45.42,1
8.53,76.03,8,19.32,1
8.39,87.11,6,28.03,1
8.59,75.49,5,13.87,1
5.37,71.12,6,23.41,1
4.0,69.9,7,30.28,1
8.12,51.32,0,39.31,1
5.06,66.78,7,17.92,1
2.65,98.8,2,18.72,0
8.69,93.68,2,35.26,1
8.94,66.47,5,25.3,1
5.2,79.39,3,29.28,1
1.68,92.36,3,43.45,0
4.49,72.06,3,29.96,0
8.23,50.9,9,36.1,1
9.12,53.73,8,36.27,1
2.83,75.52,7,42.14,1
1.6,98.47,2,35.53,0
8.9,84.66,0,12.59,1
4.5,53.55,0,23.69,0
5.88,59.47,0,49.57,0
9.71,88.57,3,17.86,1
1.6,92.07,5,33.47,0
6.83,80.88,3,43.72,1
1.67,82.22,2,33.46,0
4.38,51.42,7,24.89,0
8.23,91.43,7,13.21,1
4.9,89.41,5,24.47,1
9.97,62.95,8,17.28,1
6.03,85.43,9,48.43,1
3.89,60.74,0,38.6,0
2.98,52.02,7,39.98,0
4.15,60.06,5,27.44,0
4.35,58.93,0,14.4,0
1.62,66.89,3,20.67,0
4.33,70.92,4,20.39,0
5.18,75.43,6,29.47,1
7.5,73.84,7,28.44,1
6.91,63.53,8,27.34,1
7.38,51.46,5,29.84,1
1.08,80.26,9,49.48,1
2.96,69.79,8,21.93,1
6.96,64.93,3,34.61,1
5.36,93.35,7,19.58,1
1.05,87.34,2,28.66,0
8.24,92.89,3,18.0,1
7.96,74.75,9,32.33,1
5.94,56.55,3,20.6,0
1.6,84.81,5,11.47,0
7.9,60.3,8,42.61,1
6.25,72.06,5,15.13,1
8.04,53.25,0,24.72,1
7.77,91.27,4,29.09,1
8.23,56.3,8,27.3,1
5.66,95.15,4,39.03,1
2.26,93.21,5,33.87,1
7.04,73.23,2,21.81,1
6.58,87.22,7,12.07,1
7.68,80.97,9,40.7,1
2.53,90.15,3,24.1,0
2.75,71.59,3,45.59,0
9.01,89.29,4,25.8,1
7.75,73.12,9,38.71,1
9.17,97.05,8,47.58,1
7.83,74.32,7,36.05,1
6.37,73.13,6,26.54,1
6.89,89.25,4,32.7,1
9.0,91.08,8,31.74,1
6.21,77.72,8,33.39,1
6.69,58.99,9,15.87,1
2.41,73.39,9,37.94,1
5.27,98.4,1,15.8,1
7.45,87.65,3,10.58,1
3.44,90.56,7,34.99,1
2.82,51.64,0,14.68,0
3.82,73.39,4,40.82,0
3.17,82.33,7,44.64,1
2.93,91.5,1,47.79,0
4.82,52.46,1,36.58,0
9.17,92.62,7,29.28,1
5.56,77.42,9,24.09,1
2.69,59.87,8,29.64,0
1.69,65.86,6,17.61,0
7.27,64.1,7,23.94,1
4.45,76.54,4,38.72,1
8.4,52.58,0,18.7,1
6.94,57.93,3,20.56,1
8.17,90.63,1,39.97,1
3.45,56.63,2,17.11,0
7.23,61.67,2,19.84,1
3.38,72.67,8,10.7,1
9.45,75.86,9,38.8,1
6.73,88.18,3,34.72,1
3.92,72.37,1,37.78,0
3.43,89.49,2,18.57,0
2.72,80.92,2,37.5,0
7.25,55.65,6,33.86,1
2.97,57.82,7,24.64,0
6.36,71.85,5,27.51,1
3.38,69.84,3,32.72,0
6.96,87.18,5,29.73,1
8.33,79.04,0,35.67,1
8.0,69.41,9,17.24,1
7.85,58.54,7,31.63,1
2.69,61.34,0,28.01,0
1.8,78.78,4,28.44,0
7.29,71.17,1,28.78,1
4.32,75.75,5,45.26,1
4.89,58.53,8,42.75,1
1.28,83.15,4,35.18,0
3.34,92.63,3,38.66,1
1.3,62.9,1,11.71,0
8.91,74.58,2,39.76,1
3.19,98.78,5,29.45,1
6.02,66.66,7,22.71,1
1.35,79.75,7,15.59,0
7.0,54.51,4,13.01,1
3.91,80.3,4,11.8,0
9.08,54.48,9,16.47,1
8.99,97.96,2,11.21,1
3.93,85.78,6,39.31,1
9.11,89.41,5,19.94,1
9.97,85.21,0,24.75,1
8.43,79.49,3,42.91,1
8.6,72.5,5,14.59,1
3.24,92.92,5,43.42,1
6.19,97.84,2,35.58,1
1.61,74.95,5,23.68,0
1.85,96.58,9,14.71,1
9.99,79.17,5,13.66,1
3.94,76.92,8,23.42,1
7.73,72.72,8,15.61,1
8.26,60.46,1,20.71,1
8.72,50.19,3,12.12,1
9.98,62.08,8,33.8,1
3.17,75.49,3,15.81,0
1.36,69.0,7,40.27,0
4.7,72.42,9,18.73,1
2.17,99.03,2,41.92,0
1.2,67.51,2,17.6,0
4.24,72.61,8,38.85,1
8.05,56.68,9,23.32,1
6.1,52.4,7,33.32,1
3.82,88.77,0,11.55,0
6.89,78.53,9,29.81,1
3.09,88.04,1,15.95,0
1.13,57.49,2,29.45,0
7.88,78.59,1,15.65,1
6.61,62.68,2,27.48,1
7.86,61.4,7,14.42,1
1.35,50.58,5,18.8,0
8.53,56.52,6,33.8,1
6.58,65.46,9,49.07,1
6.07,55.84,9,27.97,1
6.62,99.29,5,37.49,1
8.78,65.43,0,31.58,1
6.28,56.52,2,29.93,0
6.23,59.95,0,12.59,0
9.92,79.39,9,15.77,1
7.81,53.2,8,45.32,1
4.98,93.12,8,26.41,1
7.37,98.07,4,34.57,1
4.5,62.34,3,31.13,0
3.06,72.5,8,25.16,1
6.37,51.11,8,25.51,1
9.35,82.04,2,32.22,1
9.36,70.7,4,15.65,1
4.08,63.5,2,25.49,0
5.75,60.34,9,27.88,1
2.9,82.7,1,49.41,0
9.96,70.81,0,24.06,1
9.83,58.98,9,35.78,1
6.85,84.46,1,15.5,1
8.24,78.25,7,12.62,1
7.44,92.93,7,44.86,1
6.34,55.87,2,39.23,1
1.48,89.28,6,22.7,0
5.09,83.68,6,30.18,1
7.07,55.75,1,15.43,0
7.1,84.74,8,38.29,1
4.36,72.08,2,12.81,0
9.48,97.25,1,40.28,1
2.51,57.08,2,31.87,0
5.5,82.14,1,21.15,1
7.22,69.1,7,44.5,1
7.27,97.84,4,49.44,1
6.84,66.5,2,20.17,1
3.48,98.11,4,42.25,1
2.41,95.07,7,40.01,1
6.72,63.52,6,39.89,1
6.39,90.18,5,48.29,1
2.61,99.78,0,29.46,0
7.35,62.63,9,36.97,1
5.1,71.84,0,42.96,0
7.01,76.01,0,29.18,1
8.54,64.75,9,29.26,1
2.53,50.76,7,22.75,0
1.17,61.01,7,41.23,0
8.01,64.1,6,37.45,1
6.49,72.18,5,28.05,1
7.3,58.56,3,26.77,1
8.54,93.66,0,12.9,1
8.23,85.25,8,10.26,1
9.65,54.26,0,31.16,1
5.82,82.5,3,26.7,1
5.4,82.68,2,41.84,1
4.62,97.81,6,31.71,1
2.38,50.15,4,47.47,0
6.15,62.4,4,17.85,1
3.49,96.39,3,49.61,1
9.29,96.61,0,21.92,1
6.25,86.03,4,35.7,1
6.34,88.29,3,30.07,1
4.19,54.57,9,24.38,1
1.47,75.69,7,15.57,0
1.29,61.58,1,15.39,0
4.81,59.06,7,38.46,1
