Age,Income,Credit_Score,Loan_Amount,Employment_Years,Loan_Approval
54,117372,745,31597,4,1
31,69999,802,16985,16,1
56,123013,529,33707,17,1
37,122811,406,8372,11,1
55,124879,688,21083,4,1
38,90309,562,39710,8,1
42,32446,364,30816,11,0
44,50733,564,14950,19,1
39,139156,637,39247,8,1
57,96000,600,9626,2,1
59,68632,677,31408,0,1
41,41576,474,15777,14,1
28,23320,451,10147,9,1
48,30750,775,10443,13,1
25,123002,565,5079,6,1
37,73463,628,36282,3,1
57,46572,462,43345,4,0
56,138361,737,17901,19,1
39,37948,642,7223,15,1
47,146898,666,40337,2,1
54,136528,764,47732,16,1
31,58826,498,18768,12,1
32,109051,799,22507,5,1
41,47867,315,21249,4,0
31,80231,595,40391,15,1
59,86262,810,39171,10,1
48,111356,538,12485,16,1
25,146340,600,49568,4,1
37,92233,305,34784,5,0
40,64678,519,29617,9,1
32,127561,752,42748,0,1
26,32963,732,8878,9,1
37,84360,685,6949,16,1
39,69434,594,24844,2,1
46,86617,417,25881,1,1
52,40269,704,26614,16,1
26,137569,311,28828,3,1
56,96312,508,14958,1,1
58,117352,464,13697,4,1
31,99732,593,26624,9,1
53,137658,818,20493,0,1
44,127648,377,47801,0,0
43,101494,733,26199,3,1
35,108905,376,47354,6,0
47,97225,347,5256,13,1
31,102867,381,39488,13,1
37,57528,508,35493,17,1
34,144597,744,28731,1,1
47,98972,821,12076,0,1
38,85602,328,6071,15,1
48,116261,603,39390,17,1
24,110748,764,7066,15,1
27,143193,801,30645,5,1
55,146277,745,46410,9,1
29,53332,789,38665,1,1
28,144481,727,34412,6,1
37,110937,658,36835,16,1
37,149529,390,46041,2,1
53,98929,352,43549,19,1
52,89206,503,48167,11,1
28,111137,455,31578,1,1
39,22251,301,14883,6,0
58,65717,656,47139,16,1
23,119108,357,27217,18,1
25,47027,553,15707,11,1
33,117382,479,45856,8,1
51,106551,792,18140,13,1
36,29583,334,16093,1,0
52,70387,374,21500,3,0
42,43104,588,43553,18,1
49,32224,670,11507,15,1
42,80624,628,37586,16,1
23,76058,603,10830,1,1
30,124320,520,35608,16,1
41,116372,463,42329,18,1
36,49299,779,29511,7,1
32,98572,754,38427,19,1
22,105469,674,23506,5,1
44,97928,519,33395,11,1
55,149518,553,49303,17,1
50,93474,487,32126,1,1
50,24141,490,34466,18,0
55,43350,688,22970,9,1
39,95082,514,9682,2,1
28,90871,674,15939,11,1
46,25077,385,13826,15,1
27,66015,773,28371,11,1
50,91147,830,34946,7,1
27,79180,346,29359,4,0
23,60857,364,24266,10,1
21,121196,774,43017,9,1
56,79840,445,24195,2,1
45,145463,681,32315,8,1
57,79902,365,23268,11,1
21,25577,816,14710,5,1
35,40002,392,46581,18,0
57,70711,725,19161,15,1
33,59451,767,36821,13,1
28,119811,393,14729,3,1
25,69103,432,31913,17,1
29,48647,733,27184,9,1
21,54831,640,28279,17,1
56,138330,613,31570,11,1
55,120304,511,48030,18,1
22,116498,819,40133,7,1
43,148949,458,18195,0,1
29,133870,567,48805,13,1
54,115119,773,48998,5,1
34,86830,709,22238,13,1
24,100632,773,20552,1,1
50,56833,655,7728,8,1
51,132394,492,28557,11,1
58,112864,570,9938,4,1
31,44398,413,36202,1,0
55,144633,822,5131,18,1
28,81554,354,30692,6,0
23,70755,364,24977,6,0
34,37706,571,38061,9,0
33,42340,801,32264,16,1
52,84994,661,30575,13,1
54,83884,445,19727,10,1
39,104361,508,15488,19,1
58,37482,585,25069,5,0
36,74225,309,29400,7,0
22,78849,485,29146,18,1
37,94854,763,11846,18,1
54,61256,433,45352,16,0
36,129545,470,28694,17,1
58,128721,512,26740,11,1
22,101110,829,35996,8,1
22,133606,801,37125,15,1
46,34650,326,46409,17,0
33,66118,367,49200,15,0
51,48930,707,27970,15,1
54,105707,408,15895,3,1
59,149030,373,43071,6,1
23,120400,561,27258,0,1
28,31801,667,28354,19,1
43,71360,536,35641,0,0
34,107908,665,13444,7,1
47,36559,585,14611,7,1
49,52334,677,15528,9,1
59,125473,675,5999,0,1
59,33288,375,8760,13,1
21,42398,308,41884,13,0
37,96230,495,42179,9,1
50,32191,589,26941,18,1
33,38051,360,31022,15,0
41,81715,688,48130,8,1
39,30737,307,48881,19,0
39,85140,668,41451,15,1
45,45251,344,31521,19,0
42,70975,643,34639,7,1
51,25147,674,39621,6,0
37,70508,326,36449,10,0
43,72224,492,18079,5,1
52,39643,656,11895,14,1
30,58967,361,32979,18,1
30,118850,361,17552,13,1
56,123535,721,32394,14,1
28,60733,679,37276,5,1
40,104003,576,38630,9,1
52,54808,730,9527,13,1
34,139222,414,17247,15,1
48,87288,420,22603,12,1
44,78959,824,41563,10,1
35,21849,715,5527,2,1
42,88178,462,7922,7,1
50,87136,636,10849,2,1
24,80740,678,35300,1,1
33,132255,623,32780,13,1
43,106322,472,33140,19,1
28,64565,363,22230,14,1
38,40183,400,31693,2,0
32,135306,621,11959,0,1
51,21132,365,40854,14,0
34,58259,757,47730,19,1
54,116612,752,24667,1,1
38,83668,558,31401,17,1
54,148355,725,8323,0,1
31,58563,477,5445,8,1
32,112227,579,22409,2,1
35,128835,643,14963,1,1
51,30931,316,20437,3,0
49,147156,595,21855,15,1
46,93169,501,21411,0,1
38,149457,493,15847,8,1
52,70639,448,8236,7,1
42,142536,674,18487,5,1
58,123313,334,16848,19,1
37,78901,668,18155,17,1
43,120417,328,16255,15,1
44,21044,520,6979,7,1
28,66691,352,26305,3,0
26,120735,652,14007,2,1
25,44363,691,40094,14,1
49,66694,375,40098,5,0
48,21582,793,29030,0,0
31,99910,821,38770,17,1
21,86844,416,14734,10,1
39,41301,579,11448,2,1
29,94329,474,44605,12,1
47,21620,594,17396,16,1
54,82224,750,32881,17,1
24,76655,817,36177,13,1
56,115419,320,45122,6,0
38,57534,372,40297,6,0
35,140050,335,41680,13,1
33,123496,806,22916,14,1
39,59390,532,36239,11,1
26,91629,796,49084,11,1
32,75856,505,39189,7,1
57,69252,725,18510,15,1
37,75809,343,29966,8,0
43,42259,390,27152,1,0
46,40655,769,24202,13,1
49,53005,766,31445,15,1
53,51629,753,16152,4,1
47,43610,632,10617,4,1
45,77184,806,6195,19,1
30,41602,769,43997,17,1
43,105945,320,30433,17,1
41,31110,527,10305,4,1
41,26073,675,13077,10,1
33,120846,429,36385,12,1
57,100818,713,47113,2,1
53,30195,370,42968,16,0
44,21537,703,47642,17,0
31,37138,696,38062,13,1
37,64328,636,11097,11,1
24,145138,804,44180,13,1
45,66202,575,46604,17,1
50,60164,312,49593,19,0
29,146545,302,11678,1,1
41,109743,523,37121,6,1
40,74659,474,26404,14,1
39,106155,684,10743,9,1
39,69692,540,21494,14,1
32,140198,846,46543,16,1
57,44845,313,49185,10,0
37,109846,494,14678,1,1
57,123435,696,42632,17,1
59,50562,730,6648,3,1
48,48036,605,20677,8,1
55,80752,633,27765,16,1
38,94233,709,7381,16,1
34,103049,302,21489,16,1
55,128575,751,16745,15,1
27,88681,794,10818,19,1
33,47818,716,47654,7,0
38,50544,690,38149,14,1
57,82532,672,32312,0,1
33,98636,351,42124,18,1
56,77705,675,43686,14,1
51,40104,694,6316,8,1
22,144336,441,10454,4,1
36,147904,385,18107,15,1
29,89603,763,9074,12,1
29,122499,345,26188,15,1
58,79025,537,36968,10,1
31,116264,309,45389,12,1
42,52317,829,28102,5,1
53,51416,477,46422,19,0
56,62012,305,36957,16,0
43,125585,606,17872,4,1
54,88045,847,13349,16,1
29,41400,626,24693,0,0
44,68270,655,37627,4,1
28,92069,694,48677,4,1
27,139415,599,15760,6,1
56,69833,825,16584,15,1
38,83644,584,7106,17,1
23,100206,629,18669,5,1
48,89468,349,30223,1,0
26,132899,677,40706,12,1
41,79473,837,7483,9,1
48,65809,443,32482,19,1
21,58328,359,39143,10,0
56,56784,374,29240,1,0
41,43723,302,15015,7,0
55,80646,747,21628,18,1
33,86255,574,30443,19,1
30,20074,829,35819,16,1
30,144173,514,20060,15,1
33,46498,784,32437,9,1
57,85522,628,15654,4,1
58,116881,554,19253,13,1
44,40541,686,16565,18,1
22,65929,425,32597,3,0
42,143199,849,32768,19,1
37,120453,623,5087,15,1
56,46028,503,14432,14,1
34,49545,471,13764,8,1
30,99569,516,5178,2,1
55,51673,544,31301,8,1
45,50974,635,40408,17,1
23,78899,597,46965,3,0
58,43097,481,36913,18,1
37,122511,633,23732,3,1
32,113144,810,7421,8,1
44,84824,682,48715,0,0
49,43525,498,25526,0,0
45,77804,631,33317,19,1
56,35043,464,6217,18,1
46,61846,541,40242,2,0
58,97261,526,5929,9,1
21,122240,750,45726,11,1
40,127611,495,39270,17,1
48,70227,503,38188,13,1
36,73028,757,18580,9,1
37,57383,556,43598,9,0
48,49483,828,35431,17,1
32,27265,571,25742,0,0
47,42763,308,22833,14,0
50,95652,500,35885,7,1
54,35733,358,10811,2,0
57,132196,692,13619,17,1
26,111038,418,29255,8,1
27,57420,698,29972,15,1
52,141480,630,18527,14,1
52,128777,566,37874,4,1
45,29247,819,9049,12,1
53,43840,779,46057,19,1
27,85149,433,6903,6,1
32,41058,654,49261,15,0
36,135229,797,10376,6,1
36,54929,406,5042,15,1
56,104171,589,27769,12,1
33,111164,446,6577,16,1
27,51362,626,17382,8,1
56,106489,714,27449,11,1
29,104664,509,43653,12,1
52,67356,595,33859,8,1
31,97597,697,13576,4,1
28,147880,402,16663,6,1
53,26041,807,41345,0,0
43,98209,508,10244,3,1
45,147037,727,39902,3,1
28,81954,692,8892,15,1
42,81869,408,32112,4,0
24,41059,647,9321,3,1
23,119864,349,10776,5,1
49,64722,404,48352,2,0
49,37548,719,21119,7,1
54,35078,672,35569,16,1
54,25419,326,43596,17,0
48,55490,572,38063,17,1
33,96086,639,38181,11,1
35,135158,600,27340,0,1
43,78760,779,15187,11,1
46,50337,843,11668,10,1
24,21468,564,20344,12,1
46,44309,841,13195,2,1
29,86344,465,21561,7,1
25,110283,615,42122,2,1
52,92255,300,27298,16,1
40,147006,560,43250,12,1
31,101899,362,21076,9,1
35,48718,782,20376,16,1
52,114337,620,41039,2,1
48,128895,500,48442,12,1
42,57841,521,10392,5,1
37,93548,451,32106,13,1
46,103565,761,19309,9,1
27,66660,516,29809,19,1
46,126553,495,5693,15,1
45,70281,501,38937,17,1
30,133451,533,34233,12,1
39,136041,440,13623,9,1
31,20767,797,45550,5,0
33,23895,356,14174,9,0
28,78026,803,16352,4,1
24,138142,441,10530,5,1
51,62968,838,9992,6,1
48,60097,405,28354,10,1
31,35332,464,8312,15,1
21,34621,514,9318,11,1
58,96870,370,39456,11,1
44,38174,389,5467,19,1
51,144357,527,32192,4,1
46,119189,378,47305,15,1
25,60502,648,40190,5,0
40,56674,545,28663,8,1
31,57260,571,36246,4,0
53,62498,702,42489,15,1
58,87609,415,46971,17,1
47,69464,734,45309,18,1
54,91805,829,47637,11,1
35,84919,741,33273,1,1
52,148564,471,34473,9,1
41,74469,315,18679,11,1
25,37194,355,32445,13,0
26,46811,402,22870,17,1
58,92377,583,30992,18,1
42,145737,816,34433,5,1
38,63723,577,16038,4,1
34,120336,568,30933,15,1
30,95235,699,34236,13,1
33,131041,802,14770,12,1
51,96298,385,8749,1,1
50,79238,619,49585,1,0
23,148353,331,40271,11,1
50,125433,635,12855,0,1
26,137393,350,49097,18,1
49,127092,378,28439,15,1
28,22147,473,35290,6,0
53,118919,800,16101,6,1
37,119251,375,32240,15,1
31,58445,615,21783,5,1
33,73803,672,49917,17,1
31,147253,380,31809,0,1
51,81108,370,22923,0,0
48,126170,370,20026,13,1
26,22013,345,46196,5,0
36,105617,346,28569,5,1
24,102410,721,46887,3,1
55,73502,448,25893,11,1
46,137116,429,27435,17,1
32,57755,755,41892,9,1
31,28733,804,37399,2,0
57,29479,543,30236,2,0
45,95361,773,32199,7,1
38,41304,681,25334,0,0
39,55694,402,38217,17,0
43,144232,788,20034,14,1
58,125586,336,36085,19,1
38,101171,848,14442,16,1
46,134151,819,17643,10,1
26,106296,632,40069,12,1
24,29490,696,12710,19,1
49,41252,595,43560,9,0
54,125290,406,47427,12,1
37,26862,829,12216,16,1
36,130463,382,16712,0,1
22,89959,587,9905,19,1
54,30450,760,43767,15,1
28,76022,514,32930,15,1
33,147898,580,36192,2,1
28,81991,758,28506,1,1
50,60927,643,12288,5,1
52,120377,493,49034,10,1
56,108090,457,35011,2,1
50,69853,764,20586,0,1
21,51826,403,37400,10,0
59,62879,333,6567,12,1
37,77265,401,6094,4,1
40,92361,624,16135,17,1
44,128956,440,18508,14,1
42,97990,773,14684,17,1
49,109787,330,32247,14,1
42,106184,362,11191,19,1
29,60736,386,22842,19,1
57,44530,603,13046,19,1
30,98052,360,9934,6,1
56,67058,695,6354,16,1
57,126080,633,44241,7,1
48,94094,710,34816,12,1
48,94255,583,7963,15,1
41,24886,765,32424,9,1
44,146598,379,19503,13,1
22,113721,376,8042,5,1
28,138623,839,35241,19,1
47,57387,660,44741,6,0
42,41575,376,12139,5,0
57,132260,808,16226,16,1
47,128649,463,44698,7,1
49,59643,308,19762,11,1
23,30100,474,23116,3,0
33,80356,761,43108,9,1
30,27856,606,10111,5,1
56,58169,544,8081,6,1
29,48804,421,34815,7,0
47,149557,484,12802,2,1
54,55790,331,47230,7,0
21,50988,609,22913,14,1
52,129979,671,22465,0,1
45,96448,355,12994,12,1
49,58506,572,8531,17,1
27,133430,763,14343,14,1
23,107904,755,38484,6,1
40,87306,548,11229,14,1
40,32305,377,33775,2,0
50,29969,833,31766,13,1
55,32404,407,21588,19,1
55,28989,572,28168,3,0
59,85305,314,49789,3,0
47,55983,669,49069,2,0
46,130284,603,41862,4,1
34,59462,504,26866,10,1
37,39360,412,14524,7,0
38,105657,552,27538,1,1
49,46287,740,47809,15,1
40,85472,485,26226,9,1
47,135440,526,13103,17,1
38,128965,827,23402,6,1
24,81313,653,20090,4,1
21,54160,300,20915,6,0
21,26789,719,46477,5,0
46,47181,460,39206,0,0
40,34385,460,26511,10,0
43,102597,427,20029,12,1
30,85641,450,35831,11,1
31,64247,743,28531,0,1
25,106673,770,9517,14,1
21,120250,762,26961,0,1
37,25544,329,31835,2,0
42,135783,772,32725,14,1
54,33275,379,30357,8,0
49,125289,338,48673,13,1
24,83248,539,6244,7,1
25,54550,636,7416,3,1
31,73693,579,11490,19,1
41,148924,415,16683,19,1
55,39641,568,10839,5,1
32,91749,634,29992,0,1
46,144877,611,49938,17,1
39,100021,352,49735,5,0
27,35605,367,42777,13,0
27,123173,333,13924,10,1
46,70713,685,20921,16,1
25,40390,548,29260,8,0
41,95403,410,33380,6,1
34,78466,393,23811,13,1
24,23981,709,10721,16,1
43,29493,478,46191,7,0
40,91218,346,9930,15,1
35,91318,675,9353,11,1
49,135631,501,12832,11,1
28,139238,744,27951,4,1
39,115335,596,12770,4,1
59,127441,607,30525,13,1
48,36984,792,21556,5,1
47,145580,637,20094,6,1
24,131316,365,12935,16,1
35,42760,721,7675,8,1
55,111529,839,36280,12,1
57,21524,792,16240,8,1
21,138454,616,9005,15,1
23,69402,374,11544,3,1
44,111656,358,22332,1,1
47,85614,685,31836,12,1
56,55891,314,19388,12,1
54,111009,530,6694,18,1
49,59832,498,26141,11,1
44,65836,653,27666,3,1
44,93953,334,43769,9,0
24,33362,461,44420,15,0
23,86745,770,42349,18,1
54,57921,830,42855,7,1
43,90434,722,6460,5,1
43,147717,647,41655,3,1
25,38562,446,46252,6,0
51,84510,673,14835,13,1
26,96407,715,15910,12,1
57,27610,793,22221,4,1
30,129381,555,30613,8,1
27,112918,402,36353,2,1
59,35791,420,43614,9,0
58,78047,718,13463,14,1
41,120848,649,18336,19,1
40,123826,341,31534,16,1
23,87906,666,7369,5,1
42,39665,328,30381,2,0
24,90246,313,24558,17,1
48,85864,784,27369,4,1
32,66451,488,38650,12,1
58,123883,594,35954,0,1
56,106148,482,30407,16,1
25,65890,847,40939,2,1
33,26794,336,31767,18,0
43,52888,313,7040,19,1
50,26749,458,28116,11,0
57,66531,793,31170,7,1
45,135652,628,11372,7,1
47,40608,382,27369,14,0
34,100986,321,12562,10,1
56,89211,431,49544,19,1
59,140382,764,10900,0,1
36,103996,755,45733,15,1
42,76017,601,26700,13,1
41,123947,566,46233,6,1
41,77676,694,5589,5,1
28,31560,419,10063,3,0
36,74401,545,25017,7,1
51,70468,337,23374,18,1
30,135884,544,27899,2,1
52,52463,320,6258,3,1
54,51663,409,18598,12,1
29,133687,693,7866,1,1
37,88706,709,46504,10,1
31,78773,307,35132,15,1
52,53123,743,34404,9,1
30,114346,627,5637,14,1
42,29718,589,29616,9,0
37,146777,810,42650,1,1
24,82637,660,20828,5,1
45,20028,518,31196,13,0
41,82370,705,41440,1,1
57,67599,519,37022,9,1
58,37397,406,37202,16,0
21,129198,585,33704,7,1
45,127323,307,30875,15,1
56,65406,488,28641,13,1
37,67657,380,42479,9,0
44,87560,407,18235,12,1
22,143178,620,27027,0,1
35,124143,645,37927,9,1
52,144745,627,47912,11,1
59,146896,601,47691,16,1
26,33503,499,32022,13,0
21,74943,718,10938,4,1
43,95839,338,49122,18,1
59,102674,606,47692,4,1
37,45345,303,38348,14,0
54,138423,376,37209,12,1
49,70390,767,42242,16,1
29,115041,478,14941,0,1
33,79557,575,12073,13,1
26,85054,451,47430,3,0
26,21906,463,42827,8,0
40,60167,589,42096,16,1
23,27961,677,5921,2,1
37,46140,609,7773,12,1
32,144098,688,9462,11,1
21,139289,482,25960,15,1
37,78701,605,35268,3,1
23,97567,371,24818,17,1
46,100664,518,44501,2,0
35,101199,472,49542,16,1
56,149856,571,47078,0,1
52,119764,767,6865,18,1
52,101218,568,35706,3,1
24,142357,319,33887,16,1
38,100729,802,35511,6,1
39,48561,446,38479,1,0
55,70568,728,45478,11,1
34,129349,464,31401,4,1
53,93302,609,33502,15,1
34,115380,817,18394,7,1
54,114968,313,38158,7,1
24,49504,431,14262,12,1
44,136116,738,9487,13,1
49,57146,562,32341,10,1
39,60297,524,48388,5,0
26,106394,557,18570,15,1
53,147173,533,34605,14,1
39,145942,635,11066,15,1
21,88607,708,42262,12,1
25,36939,323,31723,11,0
47,110467,570,8572,17,1
36,70715,394,17670,17,1
26,64460,441,32839,13,1
33,86576,380,33401,1,0
55,88222,573,15249,1,1
39,32666,575,7311,2,1
32,82119,764,37011,7,1
36,55321,507,48839,10,0
30,21779,595,44541,11,0
45,33186,338,44673,3,0
40,36459,587,8642,8,1
51,106246,423,11338,16,1
24,107755,582,14622,15,1
43,25057,479,47873,16,0
22,80663,396,44008,14,1
42,38733,490,12806,19,1
57,39157,373,5757,6,1
28,55030,746,31710,9,1
27,39613,796,26470,3,1
34,128612,783,11220,13,1
23,135080,415,47872,13,1
36,103028,834,31315,13,1
39,106282,397,32793,13,1
38,25188,627,19316,19,1
36,127106,706,47094,17,1
28,148346,612,27505,14,1
53,49680,447,33288,18,1
32,123361,641,13956,12,1
31,80119,794,24109,11,1
25,122302,322,8497,18,1
47,94400,404,14864,18,1
32,75718,521,36510,19,1
37,56445,314,32981,1,0
26,25796,377,27026,2,0
53,67218,621,13774,9,1
25,59131,540,26017,4,1
48,28123,317,6821,11,1
34,28222,753,23021,6,1
25,44074,742,15372,8,1
53,131958,576,46148,1,1
39,136088,723,39514,9,1
42,49825,775,33402,5,1
25,56839,326,10797,11,1
22,127112,813,21283,5,1
50,147514,763,45857,2,1
59,88322,662,49905,9,1
24,76321,682,12597,8,1
53,119174,824,35320,19,1
33,122500,681,36261,4,1
40,130100,483,11107,2,1
27,45988,493,30760,4,0
35,55507,761,40561,7,1
43,119244,355,16138,7,1
34,118644,529,40268,13,1
43,145788,788,36608,16,1
39,115251,327,18138,10,1
49,43806,483,46129,15,0
40,56901,724,42693,5,1
49,37043,674,22464,10,1
44,95761,340,26248,9,1
38,29752,783,42221,8,0
30,88993,559,23632,14,1
28,62616,740,17100,6,1
46,72127,383,6325,17,1
49,94777,345,16369,0,1
30,20453,739,15340,14,1
37,95432,818,18408,1,1
22,142872,737,24369,1,1
26,107362,435,23460,9,1
25,30976,482,31105,19,1
48,134176,471,36384,14,1
25,119122,838,6461,9,1
38,90404,419,47362,18,1
46,101932,580,37840,12,1
40,117170,607,33610,10,1
47,97707,576,43798,1,1
32,109647,829,25995,12,1
27,53688,594,24180,0,0
23,106840,352,12717,4,1
30,137106,731,18331,6,1
54,127810,351,18936,12,1
45,124779,371,34550,12,1
55,113789,327,25615,19,1
36,116516,768,8576,5,1
22,22017,846,45868,19,1
44,27957,700,37503,11,0
30,134534,500,10728,7,1
58,127724,765,37800,8,1
42,24792,678,15886,17,1
46,75982,476,19078,10,1
59,33237,351,9373,19,1
47,71586,378,37532,10,0
49,101787,684,40160,14,1
58,39252,307,33688,8,0
40,30707,513,16063,2,0
47,54206,324,28089,16,1
40,114276,749,38585,16,1
39,23543,756,11203,2,1
40,64135,760,7438,18,1
55,136469,497,32559,8,1
22,133824,393,28212,16,1
50,124647,736,11641,17,1
54,55031,826,21983,14,1
42,62929,677,19026,0,1
23,85747,403,24636,9,1
26,77851,338,39603,7,0
35,75311,757,17222,9,1
47,132113,663,7177,1,1
30,125331,434,45910,18,1
29,85867,673,37916,13,1
53,108780,531,18105,7,1
52,77196,338,39512,18,1
26,93705,346,6646,0,1
56,77894,335,14864,15,1
22,107640,394,31515,14,1
49,127437,660,28762,19,1
24,34591,824,41435,4,0
21,117247,445,21960,2,1
39,68893,667,49055,16,1
46,20727,364,32607,9,0
45,41359,527,21302,4,0
30,63822,819,35941,10,1
35,121547,480,36321,5,1
42,135336,800,35313,3,1
41,123399,454,42547,6,1
42,132113,834,45955,18,1
56,108534,734,18029,6,1
54,30929,398,40740,13,0
50,148588,671,23429,16,1
45,80091,661,33512,16,1
48,100378,411,16140,12,1
21,43519,752,19847,0,1
24,37393,468,39256,1,0
27,54318,438,33774,17,1
29,94531,530,14127,3,1
56,114192,538,33205,12,1
39,67934,552,47674,0,0
21,125796,735,39570,3,1
30,130805,721,20627,1,1
56,101103,602,41288,3,1
29,48840,371,43664,15,0
52,138089,562,37333,3,1
52,109367,521,41079,8,1
26,33265,376,23689,16,0
58,25424,361,29259,19,0
37,40625,770,31571,1,1
30,99622,456,13009,2,1
47,49187,424,49674,14,0
55,55929,460,49995,6,0
41,81892,840,43230,3,1
45,40539,834,41226,11,1
48,76630,405,41498,0,0
35,110639,430,33820,16,1
24,113410,656,45315,3,1
49,29215,301,34482,3,0
29,59385,532,37795,8,0
47,107580,668,24875,9,1
46,97462,550,44191,18,1
39,133396,407,17453,18,1
48,117037,575,14260,14,1
37,115310,479,47817,16,1
40,45008,592,30898,6,0
59,68928,474,10614,2,1
43,103096,422,36843,4,1
52,109876,526,49451,15,1
53,44976,743,16687,6,1
25,133942,727,8801,15,1
54,144984,382,46048,8,1
31,47626,364,45144,0,0
23,118256,580,33942,2,1
53,120537,690,15148,7,1
31,79789,727,22283,17,1
36,24700,406,24861,17,0
38,129331,847,39512,18,1
50,83645,561,27480,6,1
30,140594,458,23637,19,1
38,93396,564,49621,5,0
58,27526,767,39401,10,1
39,123863,501,28385,4,1
56,59500,454,30437,11,1
33,88049,312,13149,0,1
23,93366,596,19671,18,1
30,100317,797,42469,10,1
58,79117,544,28119,14,1
21,76096,599,38781,15,1
47,27910,661,21279,2,0
28,101383,653,8299,10,1
37,91185,820,39274,10,1
29,70248,685,9803,9,1
26,94656,611,22361,1,1
45,21951,713,23201,19,1
59,85212,577,33634,4,1
48,95701,655,19760,7,1
53,99888,824,15826,12,1
57,95282,315,26285,14,1
29,129274,344,14140,1,1
38,114533,620,11798,11,1
41,61954,625,5567,7,1
22,109719,447,16624,18,1
58,28804,654,17215,0,0
56,112705,535,12966,7,1
57,20595,404,45888,9,0
35,49592,773,34753,12,1
48,60643,695,49104,4,0
38,143721,745,42078,8,1
54,82665,519,6982,9,1
42,40823,741,38864,13,1
31,25972,327,18582,10,0
33,35882,774,24954,13,1
24,86394,604,44265,2,0
42,91055,704,49350,15,1
27,43769,812,20378,19,1
44,45020,801,48632,16,1
24,62748,647,9279,4,1
48,122621,539,32924,6,1
35,105374,636,22057,16,1
21,64912,325,12312,19,1
23,32879,708,35353,10,1
34,53798,376,40137,11,0
58,127791,516,25914,1,1
21,109826,627,21192,18,1
58,66073,322,22450,4,0
58,95791,609,10432,10,1
41,86983,566,36012,18,1
49,63005,714,38455,6,1
25,114731,566,18175,5,1
30,22850,632,5068,10,1
48,48400,749,15295,13,1
41,144948,546,11774,3,1
27,31953,335,17190,7,0
23,126410,700,36286,8,1
40,145155,327,15789,1,1
39,43535,519,33914,10,0
55,95536,705,36944,19,1
24,95039,570,11891,6,1
25,141640,810,26977,3,1
21,101029,585,35351,13,1
24,24055,753,15316,0,1
32,58170,616,38207,11,1
47,145331,596,30654,18,1
43,117944,637,12466,4,1
45,127585,606,22637,7,1
41,119976,727,8209,10,1
44,48251,650,41317,3,0
45,24532,810,8078,14,1
52,24924,824,32299,19,1
52,68037,791,41258,11,1
25,98082,308,8543,19,1
56,112115,796,34091,9,1
59,91621,739,33947,15,1
36,97926,407,27064,7,1
53,98816,544,11751,19,1
41,109654,554,19906,7,1
29,90400,332,23096,5,1
26,127620,322,19425,2,1
55,119525,348,16811,7,1
59,121164,761,22578,9,1
42,112385,635,11781,4,1
25,113102,657,26290,10,1
43,30702,421,20563,3,0
37,126732,743,30888,16,1
32,35385,658,32491,2,0
43,29336,645,37352,17,1
36,85421,492,26676,7,1
23,51225,715,5300,11,1
50,56021,676,42463,15,1
42,23782,762,49942,13,0
29,108877,445,26008,15,1
49,135454,777,25221,3,1
57,137369,707,34334,0,1
43,109630,585,48518,0,1
33,69111,410,25301,14,1
52,109402,349,12307,19,1
43,139774,313,34251,19,1
37,142652,433,39157,2,1
41,104585,642,13882,13,1
22,62719,585,15040,8,1
57,116528,613,11141,18,1
26,69037,596,10969,7,1
38,100103,463,18162,1,1
50,129987,796,14131,3,1
42,145695,315,10037,0,1
53,23513,643,27378,10,1
50,135183,377,19693,4,1
37,33335,645,31626,1,0
52,64140,371,7451,12,1
34,124126,569,5024,16,1
30,100373,586,10962,16,1
56,97658,365,40324,17,1
54,54840,367,36415,8,0
29,51007,492,29016,5,0
48,76947,354,21444,19,1
31,126833,678,45443,2,1
34,138637,467,21506,7,1
59,140721,708,43384,2,1
39,113220,807,48062,0,1
35,46393,836,36693,19,1
48,77480,401,29248,12,1
44,137243,721,47690,4,1
28,108290,777,9089,15,1
29,106335,419,7472,15,1
53,124263,590,48237,11,1
53,29107,787,45218,12,1
39,148181,460,40732,3,1
23,25993,377,13104,8,0
30,116341,337,22694,15,1
21,113650,693,29730,0,1
49,123325,740,39980,4,1
54,144980,839,14454,4,1
33,137595,761,44560,18,1
21,72066,593,14554,8,1
54,131850,699,30513,7,1
49,62942,391,46471,18,0
33,36138,305,35985,17,0
49,138558,570,29762,14,1
59,147408,398,45428,3,1
44,64527,825,6702,14,1
46,29190,493,22038,12,1
37,112259,456,27219,17,1
27,139773,414,9271,19,1
33,98422,695,32397,4,1
25,75698,821,13955,17,1
46,102315,513,34602,7,1
23,113710,832,49227,0,1
27,49086,314,36545,18,0
59,37322,718,28116,16,1
21,128132,667,11674,1,1
37,145604,512,22469,18,1
45,120814,304,10446,15,1
23,139324,530,25760,17,1
35,103569,500,6963,1,1
49,105610,701,47745,5,1
52,148921,448,15466,6,1
46,23435,791,32262,5,0
36,121505,525,10177,5,1
45,73331,468,16160,8,1
48,48942,451,42340,7,0
29,79635,523,12543,8,1
21,49059,803,46675,11,1
49,77557,849,21626,17,1
42,133457,343,44278,5,1
36,72389,803,34607,3,1
27,73014,540,25299,6,1
34,52826,650,22221,17,1
49,50297,322,8323,19,1
39,63890,342,47305,4,0
39,41322,765,15615,17,1
22,55739,339,6432,9,1
